sample_index,characteristic_physical_gate_error_rate,surface_code_cycle_time,heuristic_surface_code_physical_threshold_order_of_magnitude,naive_serial_time_days,code_distance_d,approximate_data_plane_physical_qubits,logical_qubits_at_n,logical_failure_proxy_union_depth_phenomenological,magic_limited_runtime_multiplier,ecdlp_toffoli_gates_upper_bound
179,0.0014685483275938042,0.5445969614966145,0.0051728273438267,0.0004412243901014238,29.0,2610000.0,1450.0,6.888874924560861e-05,,70000000.0
180,0.0009461946846423366,1.1457289399896637,0.015791544448139638,0.0009282526134175515,17.0,939600.0,1450.0,5.731213417276169e-05,,70000000.0
181,0.0009135174803652975,0.6234023281766666,0.013225286466413763,0.0005050713306986882,19.0,1160000.0,1450.0,2.138046596004245e-05,,70000000.0
182,0.0006780735509114239,0.9345948056433457,0.018531434506506104,0.0007571948656832663,17.0,939600.0,1450.0,1.3579591090647267e-05,,70000000.0
183,0.0005580670176107399,0.9736589217680737,0.015606116339557758,0.0007888440338398745,17.0,939600.0,1450.0,6.374035575070386e-05,,70000000.0
184,0.0005607426622603291,0.728670102783422,0.013505608691427329,0.0005903577221624947,19.0,1160000.0,1450.0,1.733510275162765e-05,,70000000.0
185,0.001317136411440358,1.3627453721514127,0.008102789746905082,0.0011040761116967463,23.0,1670400.0,1450.0,4.369715938969429e-05,,70000000.0
186,0.0016358253731454553,1.4971291637738857,0.010089158764497947,0.001212951868798287,21.0,1403600.0,1450.0,3.1744137091209844e-05,,70000000.0
187,0.000665745159684546,1.3451426019911095,0.01726583493961116,0.001089814608094649,17.0,939600.0,1450.0,2.5667276051628395e-05,,70000000.0
188,0.0015498338189708903,1.2151900538090923,0.007504860473205828,0.0009845289787805147,25.0,1960400.0,1450.0,1.4608780117641574e-05,,70000000.0
189,0.001798923564216208,1.7459161978931543,0.011438602489134777,0.0014145154381078797,21.0,1403600.0,1450.0,7.979311116535249e-06,,70000000.0
190,0.0006984103802642788,1.787470765535465,0.005048127835042492,0.0014481823331884552,31.0,2969600.0,1450.0,1.9678071685175503e-05,,70000000.0
191,0.0019144785946963966,1.2651601809105228,0.005884009594284097,0.0010250140354599144,27.0,2273600.0,1450.0,5.870036929785906e-05,,70000000.0
192,0.0007643267667287302,1.0934444291398104,0.010292343348193097,0.0008858924773123463,21.0,1403600.0,1450.0,2.549242334708771e-05,,70000000.0
193,0.0009280145761461827,1.8707386803191643,0.013115536802776,0.001515644764147471,19.0,1160000.0,1450.0,2.3238459777880736e-05,,70000000.0
194,0.0009666196351393901,0.8890227157007716,0.017174641966507417,0.000720273033553866,17.0,939600.0,1450.0,2.6920232978296353e-05,,70000000.0
195,0.0010261066563495608,1.826753982767238,0.0067252126663610015,0.0014800090138160494,25.0,1960400.0,1450.0,6.0798064666478406e-05,,70000000.0
196,0.0019239380459478515,1.8960851598524038,0.005984749409858258,0.0015361801063619013,27.0,2273600.0,1450.0,4.6283314877492614e-05,,70000000.0
197,0.000546879906475461,1.9488087284067606,0.009849579323194798,0.0015788959605147366,21.0,1403600.0,1450.0,4.13498121605503e-05,,70000000.0
198,0.0007101933511233965,1.5351114524542302,0.014434248849817605,0.0012437245563865292,19.0,1160000.0,1450.0,8.915098803610596e-06,,70000000.0
199,0.0017242844870456785,0.9074282859647151,0.014688068465105463,0.000735184953906598,19.0,1160000.0,1450.0,7.4889539842123755e-06,,70000000.0
